ext_recipe_id,ingredient_pos,ingredient_text,ingredient_text_norm
22,5,1 teaspoon dried oregano,1 teaspoon dried oregano
22,6,1/2 teaspoon salt,1/2 teaspoon salt
22,7,1/4 teaspoon crushed red pepper,1/4 teaspoon crushed red pepper
22,8,1/2 cup grated parmesan cheese,1/2 cup grated parmesan cheese
22,9,1/4 cup panko bread crumbs,1/4 cup panko bread crumbs
22,10,cooking spray,cooking spray
23,1,1 sleeve graham crackers,1 sleeve graham crackers
23,2,5 (1.5 ounce) chocolate candy bars,5 (1.5 ounce) chocolate candy bars
23,3,10 s'more-sized marshmallows,10 s'more-sized marshmallows
24,1,1 yam,1 yam
24,2,1/2 teaspoon olive oil,1/2 teaspoon olive oil
25,1,1/2 cup extra-virgin olive oil,1/2 cup extra-virgin olive oil
25,2,"1/4 cup white wine, such as Pinot Grigio","1/4 cup white wine, such as pinot grigio"
25,3,3 tablespoons lemon juice,3 tablespoons lemon juice
25,4,1 teaspoon lemon zest,1 teaspoon lemon zest
25,5,4 cloves garlic,4 cloves garlic
25,6,1/4 teaspoon crushed red pepper flakes,1/4 teaspoon crushed red pepper flakes
25,7,1/4 teaspoon oregano,1/4 teaspoon oregano
25,8,2 teaspoons kosher salt,2 teaspoons kosher salt
25,9,1 teaspoon pepper,1 teaspoon pepper
25,10,2 pounds skinless boneless chicken thighs,2 pounds skinless boneless chicken thighs
25,11,2/3 cup Italian breadcrumbs,2/3 cup italian breadcrumbs
25,12,2/3 cup panko,2/3 cup panko
25,13,1/2 cup grated Parmesan cheese,1/2 cup grated parmesan cheese
25,14,1/2 teaspoon garlic powder,1/2 teaspoon garlic powder
25,15,skewers,skewers
25,16,cooking spray,cooking spray
25,17,4 tablespoons butter,4 tablespoons butter
25,18,2 teaspoons fresh parsley,2 teaspoons fresh parsley
26,1,"4 slices French bread,","4 slices french bread,"
26,2,2 tablespoons mayonnaise,2 tablespoons mayonnaise
26,3,1/2 cup pimento cheese spread,1/2 cup pimento cheese spread
26,4,1 tomato,1 tomato
26,5,1/8 teaspoon dried basil,1/8 teaspoon dried basil
26,6,salt and freshly ground black pepper,salt and freshly ground black pepper
27,1,"2 2(8-ounce) boneless skinless chicken breasts, patted dry","2 2(8-ounce) boneless skinless chicken breasts, patted dry"
27,2,"3/4 teaspoon kosher salt, divided","3/4 teaspoon kosher salt, divided"
27,3,"1/2 teaspoon black pepper, divided","1/2 teaspoon black pepper, divided"
27,4,1/3 cup all purpose flour,1/3 cup all purpose flour
27,5,"2 large eggs, lightly beaten","2 large eggs, lightly beaten"
27,6,1 1/2 cups seasoned panko (Japanese-style breadcrumbs),1 1/2 cups seasoned panko (japanese-style breadcrumbs)
27,7,"1/4 cup armesan cheese, plus more for garnish","1/4 cup armesan cheese, plus more for garnish"
27,8,2 tablespoons olive oil,2 tablespoons olive oil
27,9,1/4 teaspoon crushed red pepper,1/4 teaspoon crushed red pepper
27,10,1/4 teaspoon garlic powder,1/4 teaspoon garlic powder
27,11,"1 cup marinara sauce, plus more for serving","1 cup marinara sauce, plus more for serving"
27,12,1 cup mozzarella cheese,1 cup mozzarella cheese
28,1,1 pound eggplant,1 pound eggplant
28,2,2 tablespoons avocado oil,2 tablespoons avocado oil
28,3,1/2 teaspoon garlic powder,1/2 teaspoon garlic powder
28,4,1/2 teaspoon dried thyme,1/2 teaspoon dried thyme
28,5,1/2 teaspoon lemon pepper,1/2 teaspoon lemon pepper
28,6,1/4 teaspoon salt,1/4 teaspoon salt
29,1,2 to 3 russet potatoes,2 to 3 russet potatoes
29,2,1 tablespoon oil,1 tablespoon oil
29,3,2 tablespoons riracha,2 tablespoons riracha
29,4,1 pinch salt,1 pinch salt
30,1,1 pound red potatoes,1 pound red potatoes
30,2,1 tablespoon olive oil,1 tablespoon olive oil
30,3,1/2 teaspoon garlic powder,1/2 teaspoon garlic powder
30,4,1/4 teaspoon salt,1/4 teaspoon salt
30,5,1/8 teaspoon ground black pepper,1/8 teaspoon ground black pepper
30,6,2 tablespoons grated Parmesan cheese,2 tablespoons grated parmesan cheese
31,1,4 ears corn,4 ears corn
31,2,2 tablespoons olive oil,2 tablespoons olive oil
31,3,1 1/4 teaspoons kosher salt,1 1/4 teaspoons kosher salt
31,4,1/2 cup butter,1/2 cup butter
31,5,1/2 teaspoon pepper,1/2 teaspoon pepper
31,6,1 teaspoon onion powder,1 teaspoon onion powder
31,7,1 teaspoon garlic powder,1 teaspoon garlic powder
31,8,1/4 teaspoon thyme,1/4 teaspoon thyme
31,9,1/4 teaspoon oregano,1/4 teaspoon oregano
31,10,1 teaspoon paprika,1 teaspoon paprika
31,11,1/4 teaspoon cayenne pepper,1/4 teaspoon cayenne pepper
32,1,¼ cup lemon juice,¼ cup lemon juice
32,2,3 tablespoons olive oil,3 tablespoons olive oil
32,3,"2 cloves garlic, minced","2 cloves garlic, minced"
32,4,1 tablespoon chopped fresh tarragon,1 tablespoon chopped fresh tarragon
32,5,2 teaspoons Dijon mustard,2 teaspoons dijon mustard
32,6,"½ teaspoon kosher salt, divided","½ teaspoon kosher salt, divided"
32,7,1 (14 ounce) package shredded coleslaw mix,1 (14 ounce) package shredded coleslaw mix
32,8,¾ cup buttermilk,¾ cup buttermilk
32,9,2 teaspoons hot pepper sauce,2 teaspoons hot pepper sauce
32,10,1 teaspoon cayenne pepper,1 teaspoon cayenne pepper
32,11,1 teaspoon ground dried chipotle pepper,1 teaspoon ground dried chipotle pepper
32,12,½ teaspoon ground black pepper,½ teaspoon ground black pepper
32,13,"1 ½ pounds large shrimp - peeled, deveined, and tails removed","1 ½ pounds large shrimp - peeled, deveined, and tails removed"
32,14,2 cups whole wheat panko bread crumbs,2 cups whole wheat panko bread crumbs
32,15,"6 (6 inch) whole-wheat hoagie rolls, split and toasted","6 (6 inch) whole-wheat hoagie rolls, split and toasted"
33,1,2 teaspoons sea salt,2 teaspoons sea salt
33,2,1 teaspoon garlic powder,1 teaspoon garlic powder
33,3,1 teaspoon mustard powder,1 teaspoon mustard powder
33,4,1 teaspoon ground coriander,1 teaspoon ground coriander
33,5,1 teaspoon smoked paprika,1 teaspoon smoked paprika
33,6,½ teaspoon cayenne pepper,½ teaspoon cayenne pepper
33,7,¼ teaspoon ground black pepper,¼ teaspoon ground black pepper
33,8,1 pound chicken wings,1 pound chicken wings
34,1,8 ounces baby gold potatoes,8 ounces baby gold potatoes
34,2,1 tablespoon melted unsalted butter,1 tablespoon melted unsalted butter
34,3,1/2 teaspoon salt,1/2 teaspoon salt
34,4,1/4 teaspoon garlic powder,1/4 teaspoon garlic powder
34,5,1/4 teaspoon freshly ground black pepper,1/4 teaspoon freshly ground black pepper
34,6,chopped fresh parsley for garnish (Optional),chopped fresh parsley for garnish (optional)
35,1,2 flour tortillas,2 flour tortillas
35,2,1/2 cup shredded cheese,1/2 cup shredded cheese
35,3,nonstick cooking spray,nonstick cooking spray
36,1,1 (18 ounce) tube polenta,1 (18 ounce) tube polenta
36,2,1 1/2 tablespoons black truffle-infused olive oil,1 1/2 tablespoons black truffle-infused olive oil
36,3,1 1/2 teaspoon truffle zest seasoning,1 1/2 teaspoon truffle zest seasoning
36,4,2 tablespoons shredded Parmesan cheese,2 tablespoons shredded parmesan cheese
36,5,2 teaspoons fresh parsley,2 teaspoons fresh parsley
37,1,1/4 cup balsamic vinegar,1/4 cup balsamic vinegar
37,2,1/4 cup brown sugar,1/4 cup brown sugar
37,3,"3 tablespoons vegetable oil,","3 tablespoons vegetable oil,"
37,4,3 tablespoons soy sauce,3 tablespoons soy sauce
37,5,1 tablespoon minced garlic,1 tablespoon minced garlic
37,6,1 tablespoon ginger,1 tablespoon ginger
37,7,"2 teaspoons crushed red pepper flakes, or more to taste","2 teaspoons crushed red pepper flakes, or more to taste"
37,8,1/2 teaspoon kosher salt,1/2 teaspoon kosher salt
37,9,1 1/4 pounds salmon filets,1 1/4 pounds salmon filets
37,10,cooking spray,cooking spray
38,1,"1 pound boneless chicken breasts,","1 pound boneless chicken breasts,"
38,2,"3 tablespoons butter, melted","3 tablespoons butter, melted"
38,3,1 tablespoon olive oil,1 tablespoon olive oil
38,4,"1 teaspoon lemon juice, or to taste","1 teaspoon lemon juice, or to taste"
38,5,"3 cloves garlic, minced","3 cloves garlic, minced"
38,6,1 teaspoon talian seasoning,1 teaspoon talian seasoning
38,7,1 teaspoon salt,1 teaspoon salt
38,8,1 teaspoon paprika,1 teaspoon paprika
38,9,1/2 teaspoon cayenne pepper (optional),1/2 teaspoon cayenne pepper (optional)
39,1,"1 bell pepper, any color","1 bell pepper, any color"
39,2,"8 ounces cream cheese, softened","8 ounces cream cheese, softened"
39,3,1 (1 ounce) packet ranch dip mix,1 (1 ounce) packet ranch dip mix
39,4,2 teaspoons bacon bits,2 teaspoons bacon bits
40,1,9 mini pepper mini bell peppers,9 mini pepper mini bell peppers
40,2,5.2 ounce Gournay cheese,5.2 ounce gournay cheese
40,3,"6 slices bacon, each cut into 3 short pieces","6 slices bacon, each cut into 3 short pieces"
40,4,fresh parsley for garnish (optional),fresh parsley for garnish (optional)
41,1,1 (12.4 ounce) can refrigerated cinnamon rolls (such as Pillsbury™),1 (12.4 ounce) can refrigerated cinnamon rolls (such as pillsbury™)
41,2,1/4 cup white sugar,1/4 cup white sugar
41,3,1/2 teaspoon ground cinnamon,1/2 teaspoon ground cinnamon
41,4,"4 ounces cream cheese, softened","4 ounces cream cheese, softened"
41,5,3/4 cup confectioner's sugar,3/4 cup confectioner's sugar
41,6,1 tablespoon orange peel,1 tablespoon orange peel
41,7,1 tablespoon orange juice,1 tablespoon orange juice
41,8,icing,icing
42,1,4 (7-inch flour tortillas,4 (7-inch flour tortillas
42,2,1/4 cup spicy mustard,1/4 cup spicy mustard
42,3,8 thin slices deli ham,8 thin slices deli ham
42,4,4 slices olby-Jack cheese,4 slices olby-jack cheese
42,5,2 tablespoons butter,2 tablespoons butter
43,1,½ cup Buffalo wing sauce (such as Frank's),½ cup buffalo wing sauce (such as frank's)
43,2,"1 tablespoon butter, melted","1 tablespoon butter, melted"
43,3,1 teaspoon honey,1 teaspoon honey
43,4,"1 (2 pound) cauliflower, broken into florets","1 (2 pound) cauliflower, broken into florets"
43,5,¼ cup all-purpose flour,¼ cup all-purpose flour
43,6,¼ cup cornstarch,¼ cup cornstarch
43,7,1 teaspoon garlic powder,1 teaspoon garlic powder
43,8,½ teaspoon seasoned salt (such as Lawry's),½ teaspoon seasoned salt (such as lawry's)
43,9,¼ teaspoon paprika,¼ teaspoon paprika
43,10,drizzle of buffalo wing sauce (optional),drizzle of buffalo wing sauce (optional)
44,1,4 boneless skinless chicken thighs,4 boneless skinless chicken thighs
44,2,1/2 teaspoon onion powder,1/2 teaspoon onion powder
44,3,1/2 teaspoon garlic powder,1/2 teaspoon garlic powder
44,4,1/2 teaspoon smoked paprika,1/2 teaspoon smoked paprika
44,5,"1/4 teaspoon salt, or to taste","1/4 teaspoon salt, or to taste"
44,6,"1/4 teaspoon black pepper, or to taste","1/4 teaspoon black pepper, or to taste"
44,7,2 tablespoons honey,2 tablespoons honey
44,8,2 tablespoons ijon mustard,2 tablespoons ijon mustard
44,9,olive oil cooking spray,olive oil cooking spray
45,1,1/4 cup all-purpose flour,1/4 cup all-purpose flour
45,2,1/4 teaspoon salt,1/4 teaspoon salt
45,3,1/8 teaspoon ground black pepper,1/8 teaspoon ground black pepper
45,4,1 large egg,1 large egg
45,5,1/4 cup talian bread crumbs,1/4 cup talian bread crumbs
45,6,2 tablespoons panko bread crumbs,2 tablespoons panko bread crumbs
45,7,2 tablespoons grated Parmesan cheese,2 tablespoons grated parmesan cheese
45,8,"1 (14 ounce) can hearts of palm, drained","1 (14 ounce) can hearts of palm, drained"
45,9,cooking spray,cooking spray
46,1,4 cups frozen French fries,4 cups frozen french fries
46,2,1/4 cup olive oil,1/4 cup olive oil
46,3,2 tablespoons ranch salad dressing mix,2 tablespoons ranch salad dressing mix
46,4,2 teaspoons bacon bits,2 teaspoons bacon bits
46,5,1 pinch salt,1 pinch salt
46,6,1/4 cup shredded Cheddar cheese,1/4 cup shredded cheddar cheese
47,1,cooking spray,cooking spray
47,2,"1/4 cup flour, plus more for dusting cake pan","1/4 cup flour, plus more for dusting cake pan"
47,3,3 tablespoons unsweetened Dutch process cocoa powder,3 tablespoons unsweetened dutch process cocoa powder
47,4,1/2 teaspoon baking powder,1/2 teaspoon baking powder
47,5,1/4 teaspoon baking soda,1/4 teaspoon baking soda
47,6,1/4 teaspoon salt,1/4 teaspoon salt
47,7,3 tablespoons buttermilk,3 tablespoons buttermilk
47,8,3 tablespoons unsweetened applesauce,3 tablespoons unsweetened applesauce
47,9,4 1/2 teaspoons canola oil,4 1/2 teaspoons canola oil
47,10,1 teaspoon,1 teaspoon
47,11,1/2 teaspoon vanilla extract,1/2 teaspoon vanilla extract
47,12,1 large egg,1 large egg
47,13,1/2 cup sugar,1/2 cup sugar
47,14,"1 ounce dark chocolate, chopped, plus more for garnish","1 ounce dark chocolate, chopped, plus more for garnish"
48,1,"2 (10-ounce) packages frozen chopped spinach, thawed and squeezed dry","2 (10-ounce) packages frozen chopped spinach, thawed and squeezed dry"
48,2,1/2 cup feta cheese,1/2 cup feta cheese
48,3,1/2 cup shredded mozzarella cheese,1/2 cup shredded mozzarella cheese
48,4,1/2 cup grated Parmesan cheese,1/2 cup grated parmesan cheese
48,5,"1 clove garlic, minced","1 clove garlic, minced"
48,6,"1 (1 pound package) frozen phyllo dough, thawed","1 (1 pound package) frozen phyllo dough, thawed"
48,7,"1/2 cup unsalted butter, melted","1/2 cup unsalted butter, melted"
48,8,tzatziki sauce for serving,tzatziki sauce for serving
48,9,fresh dill for serving,fresh dill for serving
49,1,2/3 cup chopped pecans,2/3 cup chopped pecans
49,2,"1 teaspoon dried rosemary, crushed","1 teaspoon dried rosemary, crushed"
49,3,1/2 teaspoon salt,1/2 teaspoon salt
49,4,2 tablespoons flour,2 tablespoons flour
49,5,1 large egg,1 large egg
49,6,"4 (4-ounce) rainbow trout fillets, thawed if frozen, skinned if desired","4 (4-ounce) rainbow trout fillets, thawed if frozen, skinned if desired"
49,7,2 teaspoons maple syrup,2 teaspoons maple syrup
49,8,"lemon wedges, for serving","lemon wedges, for serving"
50,1,1 cup milk,1 cup milk
50,2,1 large egg,1 large egg
50,3,1 cup flour,1 cup flour
50,4,3/4 teaspoon salt,3/4 teaspoon salt
50,5,3/4 teaspoon cayenne pepper,3/4 teaspoon cayenne pepper
50,6,"1/2 teaspoon paprika, plus more for garnish","1/2 teaspoon paprika, plus more for garnish"
50,7,1/4 teaspoon ground black pepper,1/4 teaspoon ground black pepper
50,8,1/4 teaspoon dried oregano,1/4 teaspoon dried oregano
50,9,1/8 teaspoon dried thyme,1/8 teaspoon dried thyme
50,10,1/8 teaspoon cumin,1/8 teaspoon cumin
50,11,1 large (14- to 16-ounces) sweet onion,1 large (14- to 16-ounces) sweet onion
50,12,cooking spray,cooking spray
51,1,2 large egg whites,2 large egg whites
51,2,1/4 cup seltzer water,1/4 cup seltzer water
51,3,1/2 cup flour,1/2 cup flour
51,4,1/4 teaspoon SEASONING (see Variations below),1/4 teaspoon seasoning (see variations below)
51,5,1/2 teaspoon salt,1/2 teaspoon salt
51,6,1/4 teaspoon ground black pepper,1/4 teaspoon ground black pepper
51,7,2 cups VEGETABLES (,2 cups vegetables (
51,8,1/2 cup purchased DIPPING SAUCE,1/2 cup purchased dipping sauce
52,1,1 cup graham cracker crumbs,1 cup graham cracker crumbs
52,2,1 tablespoon sugar,1 tablespoon sugar
52,3,"6 tablespoons butter, melted","6 tablespoons butter, melted"
52,4,"12 ounces cream cheese, softened","12 ounces cream cheese, softened"
52,5,1/3 cup sour cream,1/3 cup sour cream
52,6,1/3 cup sugar,1/3 cup sugar
52,7,1 teaspoon lemon juice,1 teaspoon lemon juice
52,8,1 teaspoon vanilla extract,1 teaspoon vanilla extract
52,9,1 pinch salt,1 pinch salt
52,10,2 large eggs,2 large eggs
52,11,2 tablespoons 2,2 tablespoons 2
52,12,"2 tablespoons caramel ice cream topping, or to taste","2 tablespoons caramel ice cream topping, or to taste"
52,13,"2 tablespoons pecans, or to taste","2 tablespoons pecans, or to taste"
53,1,"12 ounces yukon gold potatoes,","12 ounces yukon gold potatoes,"
53,2,1 tablespoon extra-virgin olive oil,1 tablespoon extra-virgin olive oil
53,3,1/2 cup onion,1/2 cup onion
53,4,1 teaspoon fresh ginger,1 teaspoon fresh ginger
53,5,"2 cloves garlic, minced","2 cloves garlic, minced"
53,6,1 teaspoon garam masala,1 teaspoon garam masala
53,7,1/2 teaspoon cumin,1/2 teaspoon cumin
53,8,1/4 teaspoon salt,1/4 teaspoon salt
53,9,1/8 teaspoon cayenne pepper (optional),1/8 teaspoon cayenne pepper (optional)
53,10,"2/3 cup frozen peas, thawed","2/3 cup frozen peas, thawed"
53,11,"1/4 cup fresh cilantro, plus more for garnish","1/4 cup fresh cilantro, plus more for garnish"
53,12,24 wonton wrappers,24 wonton wrappers
53,13,cooking spray,cooking spray
54,1,"1 medium zucchini,","1 medium zucchini,"
54,2,"1 medium summer squash,","1 medium summer squash,"
54,3,"1 (8- ounces package) cremini mushrooms, halved or quartered if large","1 (8- ounces package) cremini mushrooms, halved or quartered if large"
54,4,3/4 cup cauliflower florets,3/4 cup cauliflower florets
54,5,6 any color mini bell peppers,6 any color mini bell peppers
54,6,2 teaspoons vegetable oil,2 teaspoons vegetable oil
54,7,1/4 teaspoon salt,1/4 teaspoon salt
54,8,1/4 teaspoon ground black pepper,1/4 teaspoon ground black pepper
54,9,1/2 cup chopped fresh parsley,1/2 cup chopped fresh parsley
54,10,2 teaspoons minced garlic,2 teaspoons minced garlic
54,11,2 teaspoons lemon zest,2 teaspoons lemon zest
55,1,1/2 cup apricot fruit spread,1/2 cup apricot fruit spread
55,2,1 tablespoon chili-garlic sauce,1 tablespoon chili-garlic sauce
55,3,1 tablespoon less-sodium soy sauce,1 tablespoon less-sodium soy sauce
55,4,1/2 teaspoon orange zest,1/2 teaspoon orange zest
55,5,2 tablespoons freshly squeezed orange juice (from 1 orange),2 tablespoons freshly squeezed orange juice (from 1 orange)
55,6,4 ounces cream cheese,4 ounces cream cheese
55,7,"4 ounces crabmeat, drained","4 ounces crabmeat, drained"
55,8,2 tablespoons chives,2 tablespoons chives
55,9,2 teaspoons orcestershire sauce,2 teaspoons orcestershire sauce
55,10,"1 clove garlic, grated (about 1/2 teaspoon)","1 clove garlic, grated (about 1/2 teaspoon)"
55,11,1/4 teaspoon ground black pepper,1/4 teaspoon ground black pepper
55,12,1/8 teaspoon salt,1/8 teaspoon salt
55,13,18 wonton wrappers,18 wonton wrappers
55,14,cooking spray,cooking spray
56,1,cooking spray,cooking spray
56,2,"1 sweet potato, cut into 1/4-inch wedges","1 sweet potato, cut into 1/4-inch wedges"
56,3,"3 teaspoons olive oil, divided","3 teaspoons olive oil, divided"
56,4,"1/4 teaspoon salt, divided","1/4 teaspoon salt, divided"
56,5,"1/4 teaspoon ground black pepper, divided","1/4 teaspoon ground black pepper, divided"
56,6,1 tablespoon ijon mustard,1 tablespoon ijon mustard
56,7,1 tablespoon honey,1 tablespoon honey
56,8,2 teaspoons mayonnaise,2 teaspoons mayonnaise
56,9,2 cups broccoli florets,2 cups broccoli florets
56,10,2 ounces) salmon fillets,2 ounces) salmon fillets
56,11,2 teaspoons everything bagel seasoning,2 teaspoons everything bagel seasoning
56,12,1 teaspoon soy sauce,1 teaspoon soy sauce
57,1,1/2 cup flour,1/2 cup flour
57,2,2 large eggs,2 large eggs
57,3,1 cup panko bread crumbs,1 cup panko bread crumbs
57,4,"1 (16- ounces jar) reduced-sodium dill pickle chips, drained","1 (16- ounces jar) reduced-sodium dill pickle chips, drained"
57,5,1/4 cup mayonnaise,1/4 cup mayonnaise
57,6,1 tablespoon mustard,1 tablespoon mustard
58,1,2/3 cup fresh or frozen raspberries,2/3 cup fresh or frozen raspberries
58,2,2 tablespoons cashew butter,2 tablespoons cashew butter
58,3,2 tablespoons water,2 tablespoons water
58,4,"4 ounces dark chocolate, chopped","4 ounces dark chocolate, chopped"
58,5,4 tablespoons unsalted butter,4 tablespoons unsalted butter
58,6,1/4 cup canola oil,1/4 cup canola oil
58,7,1 large egg,1 large egg
58,8,1 large egg yolk,1 large egg yolk
58,9,1/2 cup sugar,1/2 cup sugar
58,10,1 teaspoon vanilla extract,1 teaspoon vanilla extract
58,11,1/4 teaspoon salt,1/4 teaspoon salt
58,12,1/3 cup all purpose flour,1/3 cup all purpose flour
58,13,1/3 cup whole-wheat pastry flour,1/3 cup whole-wheat pastry flour
58,14,2 tablespoons unsweetened cocoa powder,2 tablespoons unsweetened cocoa powder
59,1,1 (8 ounce) sweet potato,1 (8 ounce) sweet potato
59,2,1 tablespoon canola oil,1 tablespoon canola oil
59,3,1/4 teaspoon sea salt,1/4 teaspoon sea salt
59,4,1/4 teaspoon freshly ground black pepper,1/4 teaspoon freshly ground black pepper
59,5,cooking spray,cooking spray
60,1,"1 lb. fresh green beans, trimmed","1 lb. fresh green beans, trimmed"
60,2,1/2 cup water,1/2 cup water
60,3,1 cup flour,1 cup flour
60,4,1 large egg,1 large egg
60,5,1/3 cup milk,1/3 cup milk
60,6,2 cups bread crumbs,2 cups bread crumbs
60,7,1 teaspoon chili powder,1 teaspoon chili powder
60,8,1 teaspoon garlic powder,1 teaspoon garlic powder
60,9,1 teaspoon onion powder,1 teaspoon onion powder
