ext_recipe_id,ingredient_pos,ingredient_text,ingredient_text_norm
526,8,1/2 cup plain whole milk Greek yogurt,1/2 cup plain whole milk greek yogurt
526,9,2 tablespoons freshly grated lemon zest,2 tablespoons freshly grated lemon zest
526,10,1/4 cup lemon juice,1/4 cup lemon juice
526,11,1 1/2 teaspoons vanilla extract,1 1/2 teaspoons vanilla extract
526,12,1/2 teaspoon almond extract,1/2 teaspoon almond extract
527,1,30 chocolate creme sandwich cookies,30 chocolate creme sandwich cookies
527,2,1/2 cup salted butter,1/2 cup salted butter
527,3,1 (16-ounce) bag mini marshmallows,1 (16-ounce) bag mini marshmallows
527,4,1 (13-ounce) jar marshmallow cream,1 (13-ounce) jar marshmallow cream
527,5,1/2 teaspoon vanilla extract,1/2 teaspoon vanilla extract
527,6,6 cups crisp rice cereal,6 cups crisp rice cereal
528,1,1 cup unsalted butter,1 cup unsalted butter
528,2,"8 ounces cream cheese,","8 ounces cream cheese,"
528,3,3/4 cup light brown sugar,3/4 cup light brown sugar
528,4,3/4 cup white sugar,3/4 cup white sugar
528,5,1 teaspoon salt,1 teaspoon salt
528,6,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
528,7,1/4 teaspoon ground cinnamon,1/4 teaspoon ground cinnamon
528,8,"1 extra large egg, at room temperature","1 extra large egg, at room temperature"
528,9,2 teaspoons vanilla extract,2 teaspoons vanilla extract
528,10,1/4 teaspoon almond extract,1/4 teaspoon almond extract
528,11,1 1/2 cups graham cracker crumbs,1 1/2 cups graham cracker crumbs
528,12,2 3/4 cups all-purpose flour,2 3/4 cups all-purpose flour
528,13,2 tablespoons cornstarch,2 tablespoons cornstarch
528,14,1 teaspoon baking powder,1 teaspoon baking powder
528,15,1/2 cup sprinkles,1/2 cup sprinkles
529,1,1 cup unsalted butter,1 cup unsalted butter
529,2,1 cup light brown sugar,1 cup light brown sugar
529,3,1/2 cup granulated sugar,1/2 cup granulated sugar
529,4,1 large egg,1 large egg
529,5,1 teaspoon vanilla extract,1 teaspoon vanilla extract
529,6,2 cups all purpose flour,2 cups all purpose flour
529,7,1 1/4 cups old fashioned oats,1 1/4 cups old fashioned oats
529,8,1/2 teaspoon ground cinnamon,1/2 teaspoon ground cinnamon
529,9,1/2 teaspoon baking soda,1/2 teaspoon baking soda
529,10,1/2 teaspoon sea salt,1/2 teaspoon sea salt
530,1,"1 cup salted butter,","1 cup salted butter,"
530,2,1 1/2 cups white sugar,1 1/2 cups white sugar
530,3,2 teaspoons vanilla extract,2 teaspoons vanilla extract
530,4,4 large eggs,4 large eggs
530,5,2 cups all purpose flour,2 cups all purpose flour
530,6,1/2 cup unsweetened triple chocolate baking cocoa,1/2 cup unsweetened triple chocolate baking cocoa
530,7,"1 large dark chocolate bar, chopped into chunks (about 1 cup chunks)","1 large dark chocolate bar, chopped into chunks (about 1 cup chunks)"
530,8,1 (21 ounce) can cherry pie filling,1 (21 ounce) can cherry pie filling
530,9,1 tablespoon confectioners sugar,1 tablespoon confectioners sugar
531,1,"30 chocolate creme-filled sandwich cookies, such as OREO®","30 chocolate creme-filled sandwich cookies, such as oreo®"
531,2,"5 tablespoons butter, melted","5 tablespoons butter, melted"
532,1,"1/2 cup unsalted butter,","1/2 cup unsalted butter,"
532,2,1/2 cup light brown sugar,1/2 cup light brown sugar
532,3,1/4 cup white sugar,1/4 cup white sugar
532,4,2 tablespoons espresso powder,2 tablespoons espresso powder
532,5,1/2 teaspoon salt,1/2 teaspoon salt
532,6,"1 extra-large egg,","1 extra-large egg,"
532,7,2 teaspoons vanilla extract,2 teaspoons vanilla extract
532,8,1 tablespoon coffee liqueur,1 tablespoon coffee liqueur
532,9,1 1/4 cups all-purpose flour,1 1/4 cups all-purpose flour
532,10,1/2 teaspoon baking soda,1/2 teaspoon baking soda
533,1,12 ounces Medjool dates,12 ounces medjool dates
533,2,"water, as needed","water, as needed"
533,3,1 teaspoon baking soda,1 teaspoon baking soda
533,4,1 cup unsalted butter,1 cup unsalted butter
533,5,1 cup dark brown sugar,1 cup dark brown sugar
533,6,1 tablespoon molasses,1 tablespoon molasses
533,7,1 tablespoon vanilla extract,1 tablespoon vanilla extract
533,8,2 teaspoons espresso powder,2 teaspoons espresso powder
533,9,3/4 teaspoon salt,3/4 teaspoon salt
533,10,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
533,11,1/8 teaspoon ground cloves,1/8 teaspoon ground cloves
533,12,1/8 teaspoon ground allspice,1/8 teaspoon ground allspice
533,13,"1 large egg,","1 large egg,"
533,14,2 1/2 cups all-purpose flour,2 1/2 cups all-purpose flour
533,15,2 teaspoons cornstarch,2 teaspoons cornstarch
533,16,1 teaspoon baking powder,1 teaspoon baking powder
533,17,"1/2 cup white sugar, or as needed","1/2 cup white sugar, or as needed"
534,1,3/4 cup unsalted butter,3/4 cup unsalted butter
534,2,1/2 cup white sugar,1/2 cup white sugar
534,3,1/2 cup light brown sugar,1/2 cup light brown sugar
534,4,3/4 teaspoon salt,3/4 teaspoon salt
534,5,2 teaspoons vanilla extract,2 teaspoons vanilla extract
534,6,2 cups all-purpose flour,2 cups all-purpose flour
534,7,1/4 teaspoon baking powder,1/4 teaspoon baking powder
535,1,1 1/2 cups OREO,1 1/2 cups oreo
535,2,1/3 cup roasted hazelnuts,1/3 cup roasted hazelnuts
535,3,2 tablespoons light brown sugar,2 tablespoons light brown sugar
535,4,1 pinch salt,1 pinch salt
535,5,"4 tablespoons unsalted butter, melted","4 tablespoons unsalted butter, melted"
536,1,"1/2 cup unsalted butter,","1/2 cup unsalted butter,"
536,2,3/4 cup white sugar,3/4 cup white sugar
536,3,1/4 cup light brown sugar,1/4 cup light brown sugar
536,4,1/2 teaspoon salt,1/2 teaspoon salt
536,5,1/8 teaspoon ground nutmeg,1/8 teaspoon ground nutmeg
536,6,2 extra large eggs,2 extra large eggs
536,7,8 ounces whole milk ricotta cheese,8 ounces whole milk ricotta cheese
536,8,1 teaspoon lemon zest,1 teaspoon lemon zest
536,9,2 teaspoons lemon juice,2 teaspoons lemon juice
536,10,1 teaspoon vanilla extract,1 teaspoon vanilla extract
536,11,1 1/4 cups all-purpose flour,1 1/4 cups all-purpose flour
536,12,1/4 teaspoon baking soda,1/4 teaspoon baking soda
537,1,3/4 cup unsalted butter,3/4 cup unsalted butter
537,2,1/2 cup light brown sugar,1/2 cup light brown sugar
537,3,1/2 cup white sugar,1/2 cup white sugar
537,4,3/4 teaspoon salt,3/4 teaspoon salt
537,5,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
537,6,2 teaspoons vanilla extract,2 teaspoons vanilla extract
537,7,1/2 teaspoon almond extract,1/2 teaspoon almond extract
537,8,2 cups all-purpose flour,2 cups all-purpose flour
537,9,1/3 cup sprinkles,1/3 cup sprinkles
538,1,"1/2 cup unsalted butter, melted","1/2 cup unsalted butter, melted"
538,2,3/4 cup dark brown sugar,3/4 cup dark brown sugar
538,3,2 tablespoons white sugar,2 tablespoons white sugar
538,4,1/2 teaspoon salt,1/2 teaspoon salt
538,5,1/8 teaspoon ground nutmeg,1/8 teaspoon ground nutmeg
538,6,"1 extra large egg,","1 extra large egg,"
538,7,2 teaspoons vanilla extract,2 teaspoons vanilla extract
538,8,1 1/2 cups all-purpose flour,1 1/2 cups all-purpose flour
538,9,1/2 teaspoon baking soda,1/2 teaspoon baking soda
538,10,1/2 cup dark chocolate chips,1/2 cup dark chocolate chips
538,11,1/2 cup M&Ms,1/2 cup m&ms
538,12,2 tablespoons sprinkles,2 tablespoons sprinkles
539,1,1,1
539,2,3 large eggs,3 large eggs
539,3,1 teaspoon ground cinnamon,1 teaspoon ground cinnamon
539,4,1/2 teaspoon ground ginger,1/2 teaspoon ground ginger
539,5,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
539,6,1/4 teaspoon ground cloves,1/4 teaspoon ground cloves
539,7,1/2 teaspoon ground allspice,1/2 teaspoon ground allspice
539,8,1/2 teaspoon cardamom,1/2 teaspoon cardamom
539,9,3/4 teaspoon salt,3/4 teaspoon salt
539,10,1 1/4 cups heavy cream,1 1/4 cups heavy cream
539,11,1/4 cup sour cream,1/4 cup sour cream
539,12,1 tablespoon vanilla bean paste,1 tablespoon vanilla bean paste
539,13,2/3 cup sugar,2/3 cup sugar
539,14,3 tablespoons bourbon whiskey,3 tablespoons bourbon whiskey
539,15,1 (15 ounce) can pumpkin puree,1 (15 ounce) can pumpkin puree
539,16,whipped cream for serving (optional),whipped cream for serving (optional)
540,1,3/4 cup unsalted butter,3/4 cup unsalted butter
540,2,1/2 cup dark brown sugar,1/2 cup dark brown sugar
540,3,3/4 cup white sugar,3/4 cup white sugar
540,4,"1 extra large egg, at room temperature","1 extra large egg, at room temperature"
540,5,1/4 cup molasses,1/4 cup molasses
540,6,2 tablespoons plus 1/2 teaspoon espresso,2 tablespoons plus 1/2 teaspoon espresso
540,7,2 teaspoons vanilla extract,2 teaspoons vanilla extract
540,8,2 teaspoons ground ginger,2 teaspoons ground ginger
540,9,1 teaspoon ground cinnamon,1 teaspoon ground cinnamon
540,10,3/4 teaspoon salt,3/4 teaspoon salt
540,11,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
540,12,1/4 teaspoon ground cloves,1/4 teaspoon ground cloves
540,13,1/4 teaspoon ground allspice,1/4 teaspoon ground allspice
540,14,2 cups all-purpose flour,2 cups all-purpose flour
540,15,1 teaspoon baking soda,1 teaspoon baking soda
541,1,"1 cup salted butter,","1 cup salted butter,"
541,2,1 ⅔ cups powdered sugar,1 ⅔ cups powdered sugar
541,3,4 cups all-purpose flour,4 cups all-purpose flour
541,4,1/2 teaspoon kosher salt,1/2 teaspoon kosher salt
541,5,"2 eggs, at room temperature","2 eggs, at room temperature"
541,6,"2 large egg yolks, at room temperature","2 large egg yolks, at room temperature"
541,7,2 teaspoons vanilla extract,2 teaspoons vanilla extract
541,8,1 cup jam,1 cup jam
542,1,1/2 cup granulated sugar,1/2 cup granulated sugar
542,2,1/2 cup salted butter,1/2 cup salted butter
542,3,3 large eggs,3 large eggs
542,4,1 teaspoon vanilla extract,1 teaspoon vanilla extract
542,5,1 3/4 cups all-purpose flour,1 3/4 cups all-purpose flour
542,6,1/2 cup unsweetened cocoa powder,1/2 cup unsweetened cocoa powder
542,7,2 teaspoons baking powder,2 teaspoons baking powder
542,8,1/2 cup dark chocolate,1/2 cup dark chocolate
542,9,1/2 cup candied cherries,1/2 cup candied cherries
543,1,1 cup salted butter,1 cup salted butter
543,2,1 cup granulated sugar,1 cup granulated sugar
543,3,1 large egg,1 large egg
543,4,1 teaspoon LorAnn Butter Vanilla Emulsion,1 teaspoon lorann butter vanilla emulsion
543,5,1/2 teaspoon almond extract,1/2 teaspoon almond extract
543,6,3 cups all-purpose flour,3 cups all-purpose flour
543,7,2 teaspoons baking powder,2 teaspoons baking powder
543,8,milk,milk
544,1,1/3 cup almond milk (,1/3 cup almond milk (
544,2,1/3 cup vegetable oil,1/3 cup vegetable oil
544,3,1 extra large egg,1 extra large egg
544,4,1/2 cup firmly packed light brown sugar,1/2 cup firmly packed light brown sugar
544,5,1/2 cup granulated sugar,1/2 cup granulated sugar
544,6,1 1/2 teaspoons vanilla extract,1 1/2 teaspoons vanilla extract
544,7,1/2 teaspoon salt,1/2 teaspoon salt
544,8,1/2 teaspoon almond extract,1/2 teaspoon almond extract
544,9,1/8 teaspoon ground nutmeg,1/8 teaspoon ground nutmeg
544,10,2 1/2 cups all-purpose flour,2 1/2 cups all-purpose flour
544,11,1 1/2 teaspoons baking powder,1 1/2 teaspoons baking powder
544,12,1/2 teaspoon baking soda,1/2 teaspoon baking soda
544,13,1/4 cup sprinkles,1/4 cup sprinkles
544,14,1/4 cup sugar,1/4 cup sugar
544,15,1/4 cupred sanding red sanding,1/4 cupred sanding red sanding
545,1,1 cup unsalted butter,1 cup unsalted butter
545,2,2 cups whole wheat pastry flour,2 cups whole wheat pastry flour
545,3,1 cup confectioners' sugar,1 cup confectioners' sugar
545,4,1 cup chopped pecans,1 cup chopped pecans
545,5,3 1/4 teaspoons water,3 1/4 teaspoons water
545,6,1 tablespoon vanilla extract,1 tablespoon vanilla extract
545,7,"1/2 cup confectioners' sugar, or as needed","1/2 cup confectioners' sugar, or as needed"
546,1,3/4 cup unsalted butter,3/4 cup unsalted butter
546,2,2 cups apple cider,2 cups apple cider
546,3,1/2 cup light brown sugar,1/2 cup light brown sugar
546,4,1/2 cup granulated sugar,1/2 cup granulated sugar
546,5,1 large egg,1 large egg
546,6,2 teaspoons vanilla extract,2 teaspoons vanilla extract
546,7,1 1/2 teaspoons ground cinnamon,1 1/2 teaspoons ground cinnamon
546,8,3/4 teaspoon salt,3/4 teaspoon salt
546,9,1/2 teaspoon ground nutmeg,1/2 teaspoon ground nutmeg
546,10,1/8 teaspoon ground cloves,1/8 teaspoon ground cloves
546,11,1/8 teaspoon ground allspice,1/8 teaspoon ground allspice
546,12,3 cups all-purpose flour,3 cups all-purpose flour
546,13,1 tablespoons cornstarch,1 tablespoons cornstarch
546,14,1/8 teaspoon baking powder,1/8 teaspoon baking powder
547,1,1 cup 4% milkfat small curd cottage cheese,1 cup 4% milkfat small curd cottage cheese
547,2,5 tablespoons maple syrup,5 tablespoons maple syrup
547,3,3 tablespoons quick oats,3 tablespoons quick oats
547,4,1 tablespoon almond butter,1 tablespoon almond butter
547,5,1 teaspoon vanilla extract,1 teaspoon vanilla extract
547,6,1 pinch salt,1 pinch salt
547,7,1 cup almond flour,1 cup almond flour
547,8,5 tablespoons semisweet chocolate chips,5 tablespoons semisweet chocolate chips
548,1,1 sleeve graham crackers,1 sleeve graham crackers
548,2,5 (1.5 ounce) chocolate candy bars,5 (1.5 ounce) chocolate candy bars
548,3,10 s'more-sized marshmallows,10 s'more-sized marshmallows
549,1,1 cup 4% milkfat small curd cottage cheese,1 cup 4% milkfat small curd cottage cheese
549,2,"6 tablespoons maple syrup,","6 tablespoons maple syrup,"
549,3,3 tablespoons unsweetened cocoa powder,3 tablespoons unsweetened cocoa powder
549,4,3 tablespoons quick oats,3 tablespoons quick oats
549,5,1 tablespoon almond butter,1 tablespoon almond butter
549,6,1 teaspoon vanilla extract,1 teaspoon vanilla extract
549,7,1 teaspoon espresso powder,1 teaspoon espresso powder
549,8,1 pinch salt,1 pinch salt
549,9,1 cup almond flour,1 cup almond flour
549,10,5 tablespoons semisweet chocolate chips,5 tablespoons semisweet chocolate chips
550,1,nonstick cooking spray,nonstick cooking spray
550,2,1/2 cup butter,1/2 cup butter
550,3,1/2 cup brown sugar,1/2 cup brown sugar
550,4,1/3 cup light corn syrup,1/3 cup light corn syrup
550,5,1 teaspoon vanilla paste,1 teaspoon vanilla paste
550,6,1/2 teaspoon cinnamon,1/2 teaspoon cinnamon
550,7,1/4 teaspoon salt,1/4 teaspoon salt
550,8,1 1/2 cups pecan halves,1 1/2 cups pecan halves
551,1,3/4 cup unsalted butter,3/4 cup unsalted butter
551,2,1/2 cup light brown sugar,1/2 cup light brown sugar
551,3,1/2 cup white sugar,1/2 cup white sugar
551,4,1 teaspoon salt,1 teaspoon salt
551,5,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
551,6,2 cups almond flour,2 cups almond flour
551,7,4 large eggs,4 large eggs
551,8,1/4 cup rum,1/4 cup rum
551,9,2 teaspoons lemon zest,2 teaspoons lemon zest
551,10,1 teaspoon vanilla extract,1 teaspoon vanilla extract
551,11,1/2 teaspoon almond extract,1/2 teaspoon almond extract
551,12,3/4 cup all-purpose flour,3/4 cup all-purpose flour
551,13,1 teaspoon baking powder,1 teaspoon baking powder
552,1,1 large banana,1 large banana
552,2,1 1/2 cups dark chocolate chips,1 1/2 cups dark chocolate chips
552,3,3 tablespoons unsalted butter,3 tablespoons unsalted butter
552,4,1 tablespoon vegetable oil,1 tablespoon vegetable oil
553,1,2 1/4 cups cake flour,2 1/4 cups cake flour
553,2,1 1/2 teaspoons ground cinnamon,1 1/2 teaspoons ground cinnamon
553,3,1 1/2 teaspoons baking powder,1 1/2 teaspoons baking powder
553,4,3/4 teaspoon salt,3/4 teaspoon salt
553,5,1/2 teaspoon baking soda,1/2 teaspoon baking soda
553,6,1/2 teaspoon ground ginger,1/2 teaspoon ground ginger
553,7,1/2 teaspoon ground nutmeg,1/2 teaspoon ground nutmeg
553,8,1/4 teaspoon ground cloves,1/4 teaspoon ground cloves
553,9,1/4 teaspoon ground allspice,1/4 teaspoon ground allspice
553,10,1/2 cup unsalted butter,1/2 cup unsalted butter
553,11,1 cup white sugar,1 cup white sugar
553,12,1/4 cup light brown sugar,1/4 cup light brown sugar
553,13,3 large eggs,3 large eggs
553,14,1 tablespoon vanilla extract,1 tablespoon vanilla extract
553,15,1 (15 ounce) can pumpkin puree,1 (15 ounce) can pumpkin puree
553,16,3/4 cup mascarpone cheese,3/4 cup mascarpone cheese
553,17,1/4 cup whole milk,1/4 cup whole milk
554,1,2 cups cream-filled chocolate sandwich cookies (such as Oreo,2 cups cream-filled chocolate sandwich cookies (such as oreo
554,2,"5 tablespoons unsalted butter,","5 tablespoons unsalted butter,"
554,3,2 tablespoons brown sugar,2 tablespoons brown sugar
554,4,1 pinch salt,1 pinch salt
555,1,1 2/3 cups cake flour,1 2/3 cups cake flour
555,2,1 1/2 teaspoons baking powder,1 1/2 teaspoons baking powder
555,3,3/4 teaspoon salt,3/4 teaspoon salt
555,4,1/4 teaspoon baking soda,1/4 teaspoon baking soda
555,5,1/8 teaspoon ground nutmeg,1/8 teaspoon ground nutmeg
555,6,1/2 cup unsalted butter,1/2 cup unsalted butter
555,7,1/4 cup vegetable oil,1/4 cup vegetable oil
555,8,1 cup plus 2 tablespoons white sugar,1 cup plus 2 tablespoons white sugar
555,9,"2 large eggs, at room temperature","2 large eggs, at room temperature"
555,10,1 tablespoon vanilla extract,1 tablespoon vanilla extract
555,11,1/4 teaspoon almond extract,1/4 teaspoon almond extract
555,12,2/3 cup sour cream,2/3 cup sour cream
555,13,1/3 cup 2% milk,1/3 cup 2% milk
556,1,"1 1/2 cups buttery cracker crumbs,","1 1/2 cups buttery cracker crumbs,"
556,2,1/4 cup butter,1/4 cup butter
556,3,1/2 cup semisweet chocolate chips,1/2 cup semisweet chocolate chips
556,4,1/2 cup butterscotch chips,1/2 cup butterscotch chips
556,5,1/2 cup chopped walnuts,1/2 cup chopped walnuts
556,6,7 ounces sweetened condensed milk,7 ounces sweetened condensed milk
556,7,3/4 cups shredded coconut,3/4 cups shredded coconut
557,1,1 cup unsalted butter,1 cup unsalted butter
557,2,4 1/2 cups tart apples,4 1/2 cups tart apples
557,3,1 tablespoon lemon juice,1 tablespoon lemon juice
557,4,"1 cup light brown sugar,","1 cup light brown sugar,"
557,5,"1 1/2 teaspoons ground cinnamon,","1 1/2 teaspoons ground cinnamon,"
557,6,3/4 cup white sugar,3/4 cup white sugar
557,7,1 teaspoon salt,1 teaspoon salt
557,8,1/2 teaspoon ground nutmeg,1/2 teaspoon ground nutmeg
557,9,3 large eggs,3 large eggs
557,10,2 teaspoons vanilla extract,2 teaspoons vanilla extract
557,11,1 cup sour cream,1 cup sour cream
557,12,1/3 cup apple cider,1/3 cup apple cider
557,13,2 cups all-purpose flour,2 cups all-purpose flour
557,14,1 teaspoon baking powder,1 teaspoon baking powder
557,15,1/4 teaspoon baking soda,1/4 teaspoon baking soda
558,1,5 ounces cream cheese,5 ounces cream cheese
558,2,1/4 cup butter,1/4 cup butter
558,3,1/4 cup butter-flavored vegetable shortening,1/4 cup butter-flavored vegetable shortening
558,4,1 cup all-purpose flour,1 cup all-purpose flour
558,5,1 teaspoon baking powder,1 teaspoon baking powder
558,6,1/2 teaspoon salt,1/2 teaspoon salt
558,7,1 cup sugar,1 cup sugar
558,8,3 large eggs,3 large eggs
558,9,1 teaspoon vanilla extract,1 teaspoon vanilla extract
558,10,1/4 cup powdered sugar,1/4 cup powdered sugar
559,1,2 pounds green grapes,2 pounds green grapes
559,2,"2 atblespoons chili lime seasoning, (such as Tajin®)","2 atblespoons chili lime seasoning, (such as tajin®)"
559,3,2 tablespoons lemon juice,2 tablespoons lemon juice
559,4,2 tablespoons sugar,2 tablespoons sugar
560,1,1/2 cup unsalted butter,1/2 cup unsalted butter
561,1,1 1/2 pounds nectarines (,1 1/2 pounds nectarines (
561,2,2 cups blueberries,2 cups blueberries
561,3,1 1/2 cups sugar,1 1/2 cups sugar
561,4,1 tablespoon cornstarch,1 tablespoon cornstarch
561,5,1 cup flour,1 cup flour
561,6,"6 tablespoons butter,","6 tablespoons butter,"
561,7,1 large egg,1 large egg
561,8,1 teaspoon vanilla extract,1 teaspoon vanilla extract
562,1,9 graham crackers,9 graham crackers
562,2,1/4 teaspoon ground cinnamon,1/4 teaspoon ground cinnamon
562,3,1/8 teaspoon ground nutmeg,1/8 teaspoon ground nutmeg
562,4,1 pinch salt,1 pinch salt
562,5,1/2 cup sliced almonds,1/2 cup sliced almonds
562,6,8 tablespoons unsalted butter,8 tablespoons unsalted butter
562,7,2 tablespoons honey,2 tablespoons honey
563,1,cooking spray,cooking spray
563,2,"2 1/4 cups white sugar, divided","2 1/4 cups white sugar, divided"
563,3,2 cups all-purpose flour,2 cups all-purpose flour
563,4,2 large eggs,2 large eggs
563,5,1 1/2 cups butter,1 1/2 cups butter
563,6,2 teaspoons vanilla extract,2 teaspoons vanilla extract
563,7,2 pounds nectarines,2 pounds nectarines
564,1,1 ½ cups blackberries,1 ½ cups blackberries
564,2,1/4 cup white sugar,1/4 cup white sugar
564,3,1 tablespoon fresh lemon juice,1 tablespoon fresh lemon juice
564,4,1/4 teaspoon lemon zest,1/4 teaspoon lemon zest
564,5,1 teaspoon cornstarch,1 teaspoon cornstarch
564,6,1 tablespoon water,1 tablespoon water
565,1,1/4 cup light brown sugar,1/4 cup light brown sugar
565,2,1 tablespoon ground cinnamon,1 tablespoon ground cinnamon
566,1,1/2 cup unsalted butter,1/2 cup unsalted butter
566,2,3/4 cup light brown sugar,3/4 cup light brown sugar
566,3,2 tablespoons honey,2 tablespoons honey
566,4,1 large egg yolk,1 large egg yolk
566,5,2 teaspoons vanilla extract,2 teaspoons vanilla extract
566,6,1 teaspoon salt,1 teaspoon salt
566,7,1/8 teaspoon ground cinnamon,1/8 teaspoon ground cinnamon
566,8,1/8 teaspoon ground nutmeg,1/8 teaspoon ground nutmeg
566,9,1 1/4 cups all-purpose flour,1 1/4 cups all-purpose flour
566,10,3/4 cup cornmeal,3/4 cup cornmeal
566,11,1/2 teaspoon baking powder,1/2 teaspoon baking powder
566,12,1/2 teaspoon baking soda,1/2 teaspoon baking soda
566,13,2 tablespoons white sugar,2 tablespoons white sugar
566,14,1 tablespoon cornmeal,1 tablespoon cornmeal
567,1,2 cups heavy cream,2 cups heavy cream
567,2,1 (10 ounce) can sweetened condensed milk,1 (10 ounce) can sweetened condensed milk
567,3,4 teaspoons ube flavoring or extract,4 teaspoons ube flavoring or extract
568,1,1 lemon,1 lemon
568,2,"1 dill pickle spear, such as Grillo's","1 dill pickle spear, such as grillo's"
568,3,1/4 cup white cane sugar,1/4 cup white cane sugar
568,4,1 ( 32 ounce pickle container or deli container with lid,1 ( 32 ounce pickle container or deli container with lid
568,5,wooden muddler,wooden muddler
568,6,ice as needed,ice as needed
568,7,2 cups water,2 cups water
568,8,1/4 cup pickle juice,1/4 cup pickle juice
568,9,lemon slices or pickle spears,lemon slices or pickle spears
569,1,2 fluid ounces limoncello,2 fluid ounces limoncello
569,2,2 luid ounce lemon sparkling water,2 luid ounce lemon sparkling water
569,3,1 fluid ounce Prosecco,1 fluid ounce prosecco
569,4,1 lemon wedge (optional),1 lemon wedge (optional)
570,1,1 cup ice cubes,1 cup ice cubes
570,2,2 ounces gin,2 ounces gin
570,3,1 ounce lemon juice,1 ounce lemon juice
570,4,1/2 ounce simple syrup,1/2 ounce simple syrup
570,5,crushed ice,crushed ice
570,6,1/2 ounce blackberry liqueur),1/2 ounce blackberry liqueur)
570,7,2 or 3 blackberries,2 or 3 blackberries
570,8,1 slice lemon,1 slice lemon
571,1,1/4 cup lemon juice,1/4 cup lemon juice
571,2,1/4 cup pickle juice,1/4 cup pickle juice
571,3,1 tablespoon honey,1 tablespoon honey
571,4,1 cup lemon seltzer,1 cup lemon seltzer
571,5,"ice cubes, as needed","ice cubes, as needed"
571,6,"lemon slices, for garnish (optional)","lemon slices, for garnish (optional)"
571,7,"pickle spear, for garnish (optional)","pickle spear, for garnish (optional)"
572,1,2 shots espresso,2 shots espresso
572,2,sugar to taste (optional),sugar to taste (optional)
572,3,1/3 cup skim milk,1/3 cup skim milk
573,1,3/4 cup water,3/4 cup water
573,2,1 Earl Grey tea bag,1 earl grey tea bag
573,3,1/2 cup milk,1/2 cup milk
573,4,1 tablespoon vanilla syrup,1 tablespoon vanilla syrup
574,1,1 (16 ounce) bag frozen peaches,1 (16 ounce) bag frozen peaches
574,2,"1 1/2 cup peach juice,","1 1/2 cup peach juice,"
574,3,2 teaspoons lemon juice,2 teaspoons lemon juice
574,4,"1 tablespoon honey,","1 tablespoon honey,"
574,5,1 (750 mL) bottle sparkling wine,1 (750 ml) bottle sparkling wine
574,6,fresh peach slices,fresh peach slices
575,1,2 shots espresso,2 shots espresso
575,2,"sugar,","sugar,"
575,3,ice as needed,ice as needed
576,1,1/3 cup finely chopped fresh strawberries (about 4 to 5 strawberries),1/3 cup finely chopped fresh strawberries (about 4 to 5 strawberries)
576,2,"1 tablespoon white sugar, or to taste","1 tablespoon white sugar, or to taste"
576,3,1/4 cup water,1/4 cup water
576,4,1 teaspoon matcha green tea powder,1 teaspoon matcha green tea powder
576,5,ice as needed,ice as needed
576,6,"1/2 cup unsweetened vanilla almond milk, or milk of your choice","1/2 cup unsweetened vanilla almond milk, or milk of your choice"
577,1,"2 slices fresh pineapple, plus more for garnish","2 slices fresh pineapple, plus more for garnish"
577,2,2 slicesfresh fresh,2 slicesfresh fresh
577,3,2 ounces tequila,2 ounces tequila
577,4,2 ounces,2 ounces
577,5,1 ounce lime juice,1 ounce lime juice
577,6,1 ounce orange juice,1 ounce orange juice
577,7,1 oz ice,1 oz ice
577,8,1 lime wedge,1 lime wedge
577,9,"2 tablespoons tajin seasoning, for glass","2 tablespoons tajin seasoning, for glass"
578,1,4 cups water,4 cups water
578,2,4 green tea bags,4 green tea bags
578,3,1/2 cup mint leaves,1/2 cup mint leaves
578,4,"3 tablespoons honey, or to taste","3 tablespoons honey, or to taste"
578,5,"1/2 lemon, juiced","1/2 lemon, juiced"
578,6,"1 medium english cucumber, thinly sliced","1 medium english cucumber, thinly sliced"
578,7,"fresh mint, cucumber slices, and lemon slices for garnish (optional)","fresh mint, cucumber slices, and lemon slices for garnish (optional)"
578,8,ice cubes,ice cubes
579,1,3/4 cup water,3/4 cup water
579,2,1 teabag Earl Grey,1 teabag earl grey
579,3,3/4 cup milk,3/4 cup milk
579,4,"3/4 vanilla syrup, such as Torani","3/4 vanilla syrup, such as torani"
579,5,1 teaspoon lavender (optional),1 teaspoon lavender (optional)
580,1,1/2 cup limoncello cream liqueur,1/2 cup limoncello cream liqueur
580,2,1/3 cup lemon juice,1/3 cup lemon juice
580,3,1/3 cup sweetened condensed milk,1/3 cup sweetened condensed milk
580,4,1/4 cup heavy cream,1/4 cup heavy cream
580,5,2 fluid ounce lemon and elderflower vodka,2 fluid ounce lemon and elderflower vodka
580,6,"2 cups ice, or as needed","2 cups ice, or as needed"
580,7,vanilla whipped cream,vanilla whipped cream
580,8,lemon zest,lemon zest
580,9,"lemon wheels,","lemon wheels,"
581,1,2 cups heavy cream,2 cups heavy cream
581,2,1/2 cup lemon juice,1/2 cup lemon juice
